repo,developer,date,message_length,commit_id,commit_hour,day_of_week,is_weekend,risk_label
flask,David Lord,2025-08-19 19:29:47+00:00,53,edebd3704437f19b5b137eaffe97130fe817d144,19,1,0,0
flask,kadai0308,2025-05-17 04:17:18+00:00,34,daf1510a4bda652ac2cfca03ec5567b03ddf8bf1,4,5,1,0
flask,David Lord,2025-08-19 17:43:16+00:00,27,d8259eb11900285af9b80b0fa47f841174c054e3,17,1,0,0
flask,David Lord,2025-08-19 15:23:51+00:00,52,38b4c1e19b50494cfcdc9332899e09b7fed34979,15,1,0,0
flask,David Lord,2025-08-19 15:18:55+00:00,44,9822a0351574790cb66c652fcc396ad7aa2b09d8,15,1,0,0
flask,David Lord,2025-08-18 18:44:57+00:00,39,49b7e7bc8fb69d605719991d1c0a99fcee689053,18,0,0,0
flask,David Lord,2025-08-18 18:42:48+00:00,31,b228ca3d87745b746d904a2108429617a814ffda,18,0,0,0
flask,David Lord,2025-08-18 17:51:12+00:00,26,ff64079a516c269f171ababf3d92b86886a62ffd,17,0,0,0
flask,David Lord,2025-08-18 17:26:12+00:00,65,1dfd7cd5555d9e62a2e198a131c366242e724b35,17,0,0,0
flask,Tero Vuotila,2025-07-16 09:21:50+00:00,28,d44f1c65239c3e33509224aa1931631243dbfa7f,9,2,0,0
flask,David Lord,2025-08-18 17:20:06+00:00,51,c56c5ec7c41e6ffd02516bf7cb80dd2ba9ba7aa3,17,0,0,0
flask,Badhreesh,2025-05-21 18:35:11+00:00,106,0f83958247e9eab1c7f62903601dfd5fe10c640f,18,2,0,0
flask,David Lord,2025-08-18 17:08:07+00:00,54,7fea7cf15688b2a2712b01c45c9e3385ea382e67,17,0,0,0
flask,David Lord,2025-08-18 16:56:39+00:00,48,24824ff666e096c4c07d0b75a889088571afe4a6,16,0,0,0
flask,David Lord,2025-08-18 16:41:03+00:00,40,53b8f08218796d95764c5252bccd8a50a173a6fb,16,0,0,0
flask,David Lord,2025-08-18 16:42:21+00:00,19,5addaf833b2e8c7a616f89dd8ad5a44b07d7c000,16,0,0,0
flask,David Lord,2025-06-12 20:48:07+00:00,21,85c5d93cbd049c4bd0679c36fd1ddcae8c37b642,20,3,0,0
flask,David Lord,2025-06-12 20:46:49+00:00,8,85cc71046475f9cb3efd17d496356795961249f9,20,3,0,1
flask,David Lord,2025-06-10 20:18:26+00:00,21,284273e3c5d8005bbb4b43c4d934409a5215886e,20,1,0,0
flask,David Lord,2025-06-10 20:18:15+00:00,11,f17d9869489aea57d3fa05d5a3f1504fcf8e588c,20,1,0,1
flask,David Lord,2025-06-10 04:20:46+00:00,21,d6009c0aeb3c7fe3a841733e9dbdfbbb63b9bfd1,4,1,0,0
flask,David Lord,2025-06-10 04:20:36+00:00,11,2b42a803a25e56a3a0e2af939ee5be4dcc3f29c8,4,1,0,1
flask,David Lord,2025-06-09 21:33:44+00:00,21,211cce038ab6354a15a76b2c7f98fa98bfc9e6a3,21,0,0,0
flask,David Lord,2025-06-09 21:33:26+00:00,16,a7b67c99f922f26b1071a90994e14261dc0a6df2,21,0,0,0
flask,David Lord,2025-06-09 21:31:31+00:00,8,a758915893352f5986c6ee101cdf7e3b7a64fa28,21,0,0,1
flask,David Lord,2025-06-08 16:54:32+00:00,21,e9741288637e0d9abe95311247b4842a017f7d5c,16,6,1,0
flask,David Lord,2025-06-08 16:52:11+00:00,23,f04c5e696400badaa52b3450ded53e9091c2078a,16,6,1,0
flask,David Lord,2025-06-08 16:47:45+00:00,48,c07b201ce336c3e49ae3b6fa81aaf4fb871d90ba,16,6,1,0
flask,David Lord,2025-06-08 16:43:05+00:00,84,adeea0070700671230733879846417c80f4e62b1,16,6,1,0
flask,abhiram kamini,2025-05-01 15:40:57+00:00,115,7bf3be8dfa5832ef03a3fd8f07f6736e770440e4,15,3,0,0
flask,David Lord,2025-05-20 16:30:04+00:00,36,a42c4d54a3e5cd56c0700479ede75157a748acd6,16,1,0,0
flask,AJ Jordan,2025-05-18 15:11:00+00:00,28,184ec3c5453e1156372085df35e8d922ce7e3559,15,6,1,0
flask,David Lord,2025-05-13 15:35:41+00:00,40,a5f9742398c9429ef84ac8a57b0f3eb418394d9e,15,1,0,0
flask,David Lord,2025-05-13 15:31:54+00:00,32,52df9eed45d0b19c588662ed8492d8fbaa0e7098,15,1,0,0
flask,David Lord,2025-05-13 15:10:30+00:00,21,e7e53807766ef1470bce546716a675ded4b08597,15,1,0,0
flask,David Lord,2025-05-13 15:09:39+00:00,10,bbaf13333fd00644313488243cfe547b13dcae78,15,1,0,1
flask,David Lord,2025-05-13 15:01:42+00:00,29,57e72869486e89b45f6fd0a07cdd0adf80f5db1b,15,1,0,0
flask,David Lord,2025-05-13 14:51:12+00:00,21,7fff56f5172c48b6f3aedf17ee14ef5c2533dfd1,14,1,0,0
flask,David Lord,2025-05-13 14:46:54+00:00,88,73d6504063bfa00666a92b07a28aaf906c532f09,14,1,0,0
flask,David Lord,2025-03-29 23:18:43+00:00,32,cbb6c36692f7d882e9026597624c0eb38e01f9cb,23,5,1,0
flask,James Addison,2025-03-10 16:34:12+00:00,598,fb54159861708558b5f5658ebdc14709d984361c,16,0,0,0
flask,David Lord,2025-05-12 01:08:43+00:00,21,bc143499cf1137a271a7cf75bdd3e16e43ede2f0,1,0,0,0
flask,David Lord,2025-05-12 01:04:35+00:00,14,941efd4a36ed0f27e13758874f95e3aa1d3ee163,1,0,0,1
flask,David Lord,2025-05-12 00:45:03+00:00,6,0109e496f6ca68de29480fe6413e81b1d3f86aa9,0,0,0,1
flask,David Lord,2025-05-11 12:58:48+00:00,23,11c45eeba3b5bcf06b84f4e864862f1019a3faa3,12,6,1,0
flask,David Lord,2025-03-30 20:17:17+00:00,21,b78b5a210bde49e7e04b62a2a4f453ca10e0048c,20,6,1,0
flask,David Lord,2025-03-30 20:15:54+00:00,31,e7851665071cb93b3c70b1e7103f82d1e6d01f5d,20,6,1,0
flask,CoolCat467,2024-11-18 18:55:14+00:00,36,410e5ab7ed0ef326fa8b5164a633863f137ffff5,18,0,0,0
flask,David Lord,2025-03-29 22:57:16+00:00,14,bfffe87d4c2ea255b9a51432bebb3d28741245c4,22,5,1,1
flask,David Lord,2025-03-29 22:45:11+00:00,56,73ce26c3e822cdc2ccf99625619a50c91f163f8d,22,5,1,0
flask,David Lord,2025-03-29 22:42:58+00:00,48,41ec5760a2c55a099c3a1733fdd36fbb1258a02b,22,5,1,0
flask,David Lord,2025-03-29 22:32:28+00:00,44,2732c4db66763462c2795d2287b61d4f77031342,22,5,1,0
flask,David Lord,2025-03-29 22:30:56+00:00,36,c94d2a77db0102a7cf8ceec7804f366f180c373f,22,5,1,0
flask,David Lord,2025-03-29 22:28:27+00:00,47,315ebc11765ed3b9da8b5271602e89a403376c24,22,5,1,0
flask,David Lord,2025-03-29 22:23:34+00:00,39,7d5d1874581209f66ad7bcdfb7f85b2b9a7ca471,22,5,1,0
flask,David Lord,2025-03-29 22:17:48+00:00,48,c7c8dc38ea2890d62b7aaff7e4c016e4b98101b0,22,5,1,0
flask,black,2025-03-24 09:42:52+00:00,139,2ae36c8dd5c9d24578d9fca85f8c351290d0de04,9,0,0,0
flask,David Lord,2025-03-29 22:15:04+00:00,53,5ea0ab8ea21b0c11ee6098e6b052463687af602a,22,5,1,0
flask,George Waters,2025-01-30 03:22:52+00:00,533,da600394865c06a4772c433c1a560453dcf4f868,3,3,0,0
flask,David Lord,2025-03-29 22:10:55+00:00,31,08c480b3b31e896698bb773069026a61eb53d158,22,5,1,0
flask,kotvkvante,2025-01-25 22:12:11+00:00,38,f51a23839aa55aee2f2a9196c344df6eecd854d7,22,5,1,0
flask,David Lord,2025-03-29 21:49:06+00:00,28,04b070fa26b346b48bd66d317e72de75e001a2e7,21,5,1,0
flask,zhuangzhuang,2024-11-27 10:14:18+00:00,22,75a8327cfd6eb912e469a8a613151d7ee50a1c1c,10,2,0,0
flask,David Lord,2025-03-29 21:44:59+00:00,23,165af0a090e229e94ccd93896efc15b9fe0488da,21,5,1,0
flask,David Lord,2025-03-29 21:37:13+00:00,13,235c52fa10094135746d04a5b6a7bea8125357f0,21,5,1,1
flask,David Lord,2025-01-05 17:10:00+00:00,21,f61172b8dd3f962d33f25c50b2f5405e90ceffa5,17,6,1,0
flask,David Lord,2025-01-05 17:02:41+00:00,274,959052fb8d49c4473f6d8a928d745ae7c38c7e95,17,6,1,0
flask,David Lord,2025-01-05 17:01:49+00:00,89,5b525e97970b1b9706b4415de79abfe33e5955fc,17,6,1,0
flask,David Lord,2025-01-05 17:02:41+00:00,204,60a11a730e8aa2450115385798ab8710804c6409,17,6,1,0
flask,David Lord,2025-01-05 17:01:49+00:00,19,6b361ce06b08454329286214072139228e8c2f33,17,6,1,0
flask,David Lord,2024-11-24 01:54:29+00:00,21,6b054f8f3876ff4c31580b014d344c4cf491059d,1,6,1,0
flask,David Lord,2024-11-24 01:52:56+00:00,45,f2674c5bb4f7a79f836069859a346b81771eeee5,1,6,1,0
flask,kurtatter,2024-11-23 00:23:09+00:00,37,54c3f87af9f6c0d6622cec2c3d9695b0229fb8fa,0,5,1,0
flask,David Lord,2024-11-24 00:06:37+00:00,40,ea08f155d8d37d515559534bbe0f80ef5185466c,0,6,1,0
flask,David Lord,2024-11-24 00:03:47+00:00,32,b394a994e6d632643d0061e0e67772f076925951,0,6,1,0
flask,David Lord,2024-11-24 00:01:16+00:00,19,dcbe86bd1577bad9a1356acca5fced7d3fb3a0c3,0,6,1,0
flask,David Lord,2024-11-23 23:59:30+00:00,41,d5b7a05ab2a053c617149cfd4f7e3379bfd279e5,23,5,1,0
flask,David Lord,2024-11-23 23:41:36+00:00,33,d22bfcd4cfe3b93daddfce8521f77447ca8d6b84,23,5,1,0
flask,David Lord,2024-11-23 23:33:38+00:00,19,4fec712f329ceecd38729af6404a2c32aed83648,23,5,1,0
flask,David Lord,2024-11-21 03:37:06+00:00,27,18ffe1eaf6c2eeffc898f4e8a590c062c40b30dc,3,3,0,0
flask,David Lord,2024-11-13 18:27:38+00:00,29,bc098406af9537aacc436cb2ea777fbc9ff4c5aa,18,2,0,0
flask,David Lord,2024-11-13 16:43:28+00:00,21,ab8149664182b662453a563161aa89013c806dc9,16,2,0,0
flask,David Lord,2024-11-13 17:23:24+00:00,16,70602a196a6da90eb0d34cdfe5d4d16a99606279,17,2,0,0
flask,David Lord,2024-11-13 16:48:10+00:00,23,6748a09341deeac16acb33996df95a31fae0c545,16,2,0,0
flask,David Lord,2024-11-13 16:43:48+00:00,44,22c48a738b5fb5b5cf09fb77270139f116069748,16,2,0,0
flask,David Lord,2024-11-13 16:27:11+00:00,37,2eab96a32a92ceb4b6947102626f896816a0291d,16,2,0,0
flask,David Lord,2024-11-13 16:22:57+00:00,29,f49dbfd3e451006a485e81ebce030495131c4454,16,2,0,0
flask,David Lord,2024-11-13 05:03:23+00:00,51,7b21d43d4c763b874bc86d4c2d69a48ee492dc22,5,2,0,0
flask,David Lord,2024-11-13 04:32:53+00:00,33,4f7156f2c3271613b34d04040b502b9d7ae35eb9,4,2,0,0
flask,David Lord,2024-11-12 18:13:39+00:00,105,10bdf61a0f751f3cb000f8f8ac5ac5b4bb535677,18,1,0,0
flask,David Lord,2024-11-11 04:13:05+00:00,37,4995a775df21a206b529403bc30d71795a994fd4,4,0,0,0
flask,David Lord,2024-11-08 17:55:00+00:00,34,07c7d5730a2685ef2281cc635e289685e5c3d478,17,4,0,0
flask,David Lord,2024-11-08 17:48:59+00:00,26,470e2b8d17fd0032271b21f1d6775d48c3855a79,17,4,0,0
flask,David Lord,2024-11-08 16:16:04+00:00,34,a20bcff8dc4e263312cfd74c11e432bfe8c194c1,16,4,0,0
flask,David Lord,2024-11-08 16:09:01+00:00,26,e13373f838ab34027c5a80e16a6cb8262d41eab7,16,4,0,0
flask,David Lord,2024-11-07 19:56:26+00:00,34,7522c4bcdb10449dc919e0ffbdebb92fe66822b5,19,3,0,0
flask,David Lord,2024-11-07 19:27:51+00:00,26,2c3160304278d323da8485057770926d1b582579,19,3,0,0
flask,David,2024-11-06 17:47:57+00:00,183,6c44dd4bb8e4f2ca5f135f172de4725b2cada155,17,2,0,0
flask,David Lord,2024-11-02 01:06:34+00:00,16,98ae71897600a3162f529b1b30c70b8abdf0961b,1,5,1,0
flask,David Lord,2024-11-02 01:06:11+00:00,66,c62b03bcfd6e6440f8195e02f4678488e16121ac,1,5,1,0
flask,David Lord,2024-11-02 01:00:39+00:00,31,a9b99b3489cc24b5bed99fbadbd91f598a5a1420,1,5,1,0
flask,David Lord,2024-11-02 00:18:52+00:00,29,8aa161a43731795841fa2678d3dff0559cee527e,0,5,1,0
flask,David Lord,2024-11-01 23:44:17+00:00,19,df201ed152b61c439ea1ace179f35b424594ba6c,23,4,0,0
flask,David Lord,2024-11-01 23:26:37+00:00,45,ce08bc704e24c01582052f5c544fae181d08386f,23,4,0,0
flask,David Lord,2024-06-10 01:55:22+00:00,91,9efc1ebeeb431769897798cdf8de2c67dcbbc9c0,1,0,0,0
flask,David Lord,2024-11-01 20:21:35+00:00,38,6f2014d353d514e404c1f40e8f0a24e2bf62b941,20,4,0,0
flask,David Lord,2024-11-01 20:13:05+00:00,30,c7a53888a1a514619b0611fd8b7928592f4ed612,20,4,0,0
flask,David Lord,2024-10-31 20:15:29+00:00,35,62c56e08c43f5eb174d15dd050591cfba9aed548,20,3,0,0
flask,David Lord,2024-10-31 20:11:06+00:00,23,8f37c82f6144fffc2ed30e49ee81a54702a0f317,20,3,0,0
flask,David Lord,2024-10-31 20:04:44+00:00,23,39e7208366bcf549fd7a2678a6d815dfe39196c5,20,3,0,0
flask,David Lord,2024-10-31 19:59:47+00:00,53,227838c4727ba780e6fb4a7c372ae62357cac4c6,19,3,0,0
flask,David Lord,2024-10-31 19:32:10+00:00,35,99ce7ed0e40686ec2583f90bd1cca37a207b4ea7,19,3,0,0
flask,David Lord,2024-10-31 19:28:46+00:00,27,1d610e44b396d11113bb6a5d168cc5e996a6dfb9,19,3,0,0
flask,David Lord,2024-10-24 21:54:53+00:00,31,e8b91cd38aadafdf733558bbcea4810fa65bb849,21,3,0,0
flask,bre-17387639,2024-08-06 22:46:15+00:00,23,9e831e915fa875423af0c0de8f53a3780055919e,22,1,0,0
flask,David Lord,2024-10-24 20:29:34+00:00,28,5e8cb740187c0561b36323dfc8510e58c3066838,20,3,0,0
flask,David Lord,2024-10-24 20:28:57+00:00,21,2778b7c23f37d4f3cfed4cadac4bc9c90e098c50,20,3,0,0
flask,David Lord,2024-10-24 20:28:46+00:00,28,96800fb673cb7b2d75476096798e701e3e6d26bc,20,3,0,0
flask,David Lord,2024-10-24 20:27:52+00:00,23,8f2bc008ad724a52f3669ecb2de59c98deb69ce1,20,3,0,0
flask,David Lord,2024-10-23 20:45:17+00:00,20,9b5549313e98044b89edb7078641d1d729b4a6c2,20,2,0,0
flask,David Lord,2024-10-22 21:16:56+00:00,78,68150d4cafc796dba2b595c320a09222394bfc1a,21,1,0,0
flask,Catarina Bressan,2024-10-22 20:32:02+00:00,84,74721b48f0347f19f134f386fab3421e5132fb53,20,1,0,0
flask,David Lord,2024-10-18 20:22:45+00:00,43,d273f87a41e72db8ef1387f469ffa1c6eed39730,20,4,0,0
flask,David Lord,2024-10-18 20:19:51+00:00,35,52ccd66735ba1f6e67d06e747d6a641980b788a3,20,4,0,0
flask,David Lord,2024-10-18 20:04:35+00:00,17,dffe3034825edc4f84aded013fc9c6590e545ed5,20,4,0,0
flask,David Lord,2024-10-18 19:59:21+00:00,33,52c060f718e0f07e9d982d2d97973ead0f4d55ca,19,4,0,0
flask,David Lord,2024-10-18 17:03:49+00:00,18,c5a5576522273ff028018c4e13d1fc4d0260495b,17,4,0,0
flask,David Lord,2024-10-18 17:03:09+00:00,20,bca18041b055102857a7e8a12f8694fddda9571b,17,4,0,0
flask,David Lord,2024-10-18 17:02:35+00:00,23,b337d210583a3f5f84d0f70b56ae9a82b029dab5,17,4,0,0
flask,Grey Li,2024-09-22 13:42:35+00:00,25,e63ead4208c1e56723532878728ef9c2eb197b01,13,6,1,0
flask,David Lord,2024-09-01 16:04:14+00:00,84,2fec0b206c6e83ea813ab26597e15c96fab08be7,16,6,1,0
flask,David Lord,2024-09-01 15:48:02+00:00,84,111e5bd3129deee54ff62b0d13ed7e5739c27108,15,6,1,0
flask,David Lord,2024-09-01 15:32:27+00:00,84,db49548d7168bba319fdba400bc201528cb1d3cd,15,6,1,0
flask,David Lord,2024-08-24 01:05:21+00:00,27,f93dd6e826a9bf00bf9e08d9bb3a03abcb1e974c,1,5,1,0
flask,David Lord,2024-08-24 00:20:31+00:00,20,7e5307030743b1f198da38c36f83fd279bad4529,0,5,1,0
flask,David Lord,2024-08-24 00:18:38+00:00,33,c77b099cbb979269d45df06753cadd8abc662e23,0,5,1,0
flask,David Lord,2024-08-23 23:41:53+00:00,20,eeb5f95a0f24abc5207159cc922cdda8d779f4f6,23,4,0,0
flask,David Lord,2024-08-23 23:41:39+00:00,30,40b78fa2ea9095197608287de9f0d902d2763b00,23,4,0,0
flask,David Lord,2024-08-23 23:34:57+00:00,20,4e6384da325f5c328526b998d199c6f957f90ea8,23,4,0,0
flask,David Lord,2024-08-23 23:33:59+00:00,20,2c5d652493b79eecadd4407f24f2249948bd6ff2,23,4,0,0
flask,David Lord,2024-08-23 23:33:52+00:00,17,176fdfa0002360670f698d3828cfff11f97349f0,23,4,0,0
flask,David Lord,2024-08-23 23:33:40+00:00,17,2d31dce8262a68875c177645fa0c7585a45ac447,23,4,0,0
flask,David Lord,2024-08-23 23:33:27+00:00,23,29a94bd102805eafcea94a185808cd878cd3f5ad,23,4,0,0
flask,David Lord,2024-08-23 23:32:33+00:00,14,0f2ae2b9330604247f553f41d310e7c0191275ef,23,4,0,1
flask,David Lord,2024-08-06 15:31:00+00:00,45,8a6cdf1e2a5efa81c30f6166602064ceefb0a35b,15,1,0,0
flask,pre-commit-ci[bot],2024-08-05 23:09:19+00:00,175,326ad3f43c63f84a69d6d08af276cbdf653efc51,23,0,0,0
flask,David Lord,2024-08-03 14:28:45+00:00,52,a791997041b94b8a5effebc296cb427fde8e0ee5,14,5,1,0
flask,dependabot[bot],2024-08-01 15:48:34+00:00,1683,4fe0aebab79a092615f5f86a24b91bac07fb2ef2,15,3,0,0
flask,David Lord,2024-07-11 02:16:46+00:00,47,a8956feba1e40105e7bc78fa62ce36c58d1c91e1,2,3,0,0
flask,David Lord,2024-07-10 14:37:32+00:00,91,28d5a4d71824ff5823ae310e3fd014b48b33d583,14,2,0,0
flask,David Lord,2024-07-11 01:08:49+00:00,27,5353f306fe0c64ffa9e73f256ba3cb200652354d,1,3,0,0
flask,Amirreza A,2024-07-09 10:20:44+00:00,39,321bd74b954156553db3dca8f43b45cdd5a88f76,10,1,0,0
flask,David Lord,2024-07-02 11:17:59+00:00,45,66af0e55ef6631d05c691707da19d0f1c46921ea,11,1,0,0
flask,pre-commit-ci[bot],2024-07-02 00:15:33+00:00,175,3d357273b50ed9c8ca660f60fde255c26ff7a228,0,1,0,0
flask,David Lord,2024-07-01 23:14:08+00:00,74,926ab92118006c74a0a33bcb8f770522d007349a,23,0,0,0
flask,David Lord,2024-07-01 19:47:02+00:00,52,088b58dbceb09b3234926af8488c016227bd7c0e,19,0,0,0
flask,dependabot[bot],2024-07-01 15:56:20+00:00,1243,7621b3d96ac2d53846c4df211bc05c5e13420028,15,0,0,0
flask,dependabot[bot],2024-07-01 15:28:16+00:00,2438,e165f3aef4dbede5d7e3f71c336c89a268753ae9,15,0,0,0
flask,pgjones,2024-06-05 12:23:18+00:00,335,d718ecf6d3dfc4656d262154c59672437c1ea075,12,2,0,0
flask,David Lord,2024-06-03 22:25:32+00:00,45,0ce27278d234c13ce00019540ff8e9891542d1f2,22,0,0,0
flask,pre-commit-ci[bot],2024-06-03 22:10:27+00:00,175,07c8f19bfd6128c7cbb9c61c41b43a9eeca1b435,22,0,0,0
flask,David Lord,2024-06-01 16:01:46+00:00,77,0d2100ed17d24b2a30594729b99feebe76839bc5,16,5,1,0
